review,sentiments,word_count,tokens_count,clean_review
I don't have to be an accountant to know I'm getting screwed!,0,12,15,accountant know getting screwed
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,19,21,great place eat reminds little mom pop shops san francisco bay area
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,25,26,today first taste buldogis gourmet hot dog tell ever thought possible
Left very frustrated.,0,3,4,left frustrated
I'll definitely be in soon again.,1,6,8,definitely soon
Food was really good and I got full petty fast.,1,10,11,food really good got full petty fast
Service was fantastic.,1,3,4,service fantastic
TOTAL WASTE OF TIME.,0,4,5,total waste time
I don't know what kind it is but they have the best iced tea.,1,14,16,know kind best iced tea
"Come hungry, leave happy and stuffed!",1,6,8,come hungry leave happy stuffed
"For service, I give them no stars.",0,7,9,service give stars
I can assure you that you won't be disappointed.,1,9,11,assure disappointed
I can take a little bad service but the food sucks.,0,11,12,take little bad service food sucks
Gave up trying to eat any of the crust (teeth still sore).,0,12,15,gave trying eat crust teeth still sore
But now I was completely grossed out.,0,7,8,completely grossed
I really enjoyed eating here.,1,5,6,really enjoyed eating
First time going but I think I will quickly become a regular.,1,12,13,first time going think quickly become regular
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,26,29,server nice even though looked little overwhelmed needs stayed professional friendly end
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,15,18,dinner companions told everything fresh nice texture taste
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,18,22,ground right next table large smeared stepped tracked everywhere pile green bird poop
"Furthermore, you can't even find hours of operation on the website!",0,11,14,furthermore even find hours operation website
We've tried to like this place but after 10+ times I think we're done with them.,0,16,19,tried like place times think done
What a mistake that was!,0,5,6,mistake
No complaints!,1,2,3,complaints
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,13,15,seriously good pizza expert connisseur topic
Waiter was a jerk.,0,4,5,waiter jerk
"Strike 2, who wants to be rushed.",0,7,9,strike wants rushed
These are the nicest restaurant owners I've ever come across.,1,10,12,nicest restaurant owners ever come across
I never come again.,0,4,5,never come
We loved the biscuits!!!,1,4,7,loved biscuits
Service is quick and friendly.,1,5,6,service quick friendly
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,14,15,ordered appetizer took minutes pizza another minutes
So absolutley fantastic.,1,3,4,absolutley fantastic
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,15,16,huge awkward lb piece cow ths gristle fat
definitely will come back here again.,1,6,7,definitely come back
I like Steiners because it's dark and it feels like a bar.,1,12,14,like steiners dark feels like bar
Wow very spicy but delicious.,1,5,6,wow spicy delicious
"If you're not familiar, check it out.",1,7,10,familiar check
I'll take my business dinner dollars elsewhere.,0,7,9,take business dinner dollars elsewhere
I'd love to go back.,1,5,7,love go back
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,8,10,anyway fs restaurant wonderful breakfast lunch
Nothing special.,0,2,3,nothing special
Each day of the week they have a different deal and it's all so delicious!,1,15,17,day week different deal delicious
"Not to mention the combination of pears, almonds and bacon is a big winner!",1,14,16,mention combination pears almonds bacon big winner
Will not be back.,0,4,5,back
Sauce was tasteless.,0,3,4,sauce tasteless
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,21,23,food delicious spicy enough sure ask spicier prefer way
My ribeye steak was cooked perfectly and had great mesquite flavor.,1,11,12,ribeye steak cooked perfectly great mesquite flavor
I don't think we'll be going back anytime soon.,0,9,12,think going back anytime soon
Food was so gooodd.,1,4,5,food gooodd
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,26,27,far sushi connoisseur definitely tell difference good food bad food certainly bad food
I was so insulted.,0,4,5,insulted
The last 3 times I had lunch here has been bad.,0,11,12,last times lunch bad
The chicken wings contained the driest chicken meat I have ever eaten.,0,12,13,chicken wings contained driest chicken meat ever eaten
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,20,22,food good enjoyed every mouthful enjoyable relaxed venue couples small family groups etc
Nargile - I think you are great.,1,7,8,nargile think great
Best tater tots in the southwest.,1,6,7,best tater tots southwest
We loved the place.,1,4,5,loved place
Definitely not worth the $3 I paid.,0,7,9,definitely worth $ paid
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,16,19,vanilla ice cream creamy smooth profiterole choux pastry fresh enough
Im in AZ all the time and now have my new spot.,1,12,13,im az time new spot
The manager was the worst.,0,5,6,manager worst
The inside is really quite nice and very clean.,1,9,10,inside really quite nice clean
The food was outstanding and the prices were very reasonable.,1,10,11,food outstanding prices reasonable
I don't think I'll be running back to Carly's anytime soon for food.,0,13,17,think running back carly anytime soon food
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,27,31,due fact took minutes acknowledged another minutes get food kept forgetting things
"Love the margaritas, too!",1,4,6,love margaritas
This was my first and only Vegas buffet and it did not disappoint.,1,13,14,first vegas buffet disappoint
"Very good, though!",1,3,5,good though
The one down note is the ventilation could use some upgrading.,0,11,12,one note ventilation could use upgrading
Great pork sandwich.,1,3,4,great pork sandwich
Don't waste your time here.,0,5,7,waste time
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,16,18,total letdown would much rather go camelback flower shop cartel coffee
"Third, the cheese on my friend's burger was cold.",0,9,12,third cheese friend burger cold
We enjoy their pizza and brunch.,1,6,7,enjoy pizza brunch
The steaks are all well trimmed and also perfectly cooked.,1,10,11,steaks well trimmed also perfectly cooked
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,19,20,group claimed would handled us beautifully
I LOVED it!,1,3,4,loved
We asked for the bill to leave without eating and they didn't bring that either.,0,15,17,asked bill leave without eating bring either
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,22,25,place jewel las vegas exactly hoping find nearly ten years living
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,18,19,seafood limited boiled shrimp crab legs crab legs definitely taste fresh
The selection of food was not the best.,0,8,9,selection food best
Delicious and I will absolutely be back!,1,7,8,delicious absolutely back
"This isn't a small family restaurant, this is a fine dining establishment.",1,12,15,small family restaurant fine dining establishment
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,21,22,toro tartare cavier extraordinary liked thinly sliced wagyu white truffle
I dont think I will be back for a very long time.,0,12,13,dont think back long time
"It was attached to a gas station, and that is rarely a good sign.",0,14,16,attached gas station rarely good sign
How awesome is that.,1,4,5,awesome
I will be back many times soon.,1,7,8,back many times soon
The menu had so much good stuff on it i could not decide!,1,13,14,menu much good stuff could decide
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,16,20,worse humiliated worker right front bunch horrible name callings
CONCLUSION: Very filling meals.,1,4,6,conclusion filling meals
Their daily specials are always a hit with my group.,1,10,11,daily specials always hit group
And then tragedy struck.,0,4,5,tragedy struck
The pancake was also really good and pretty large at that.,1,11,12,pancake also really good pretty large
"This was my first crawfish experience, and it was delicious!",1,10,12,first crawfish experience delicious
Their monster chicken fried steak and eggs is my all time favorite.,1,12,13,monster chicken fried steak eggs time favorite
Waitress was sweet and funny.,1,5,6,waitress sweet funny
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,20,24,also taste mom multi grain pumpkin pancakes pecan butter amazing fluffy delicious
"I'd rather eat airline food, seriously.",0,6,9,rather eat airline food seriously
Cant say enough good things about this place.,1,8,9,cant say enough good things place
The ambiance was incredible.,1,4,5,ambiance incredible
The waitress and manager are so friendly.,1,7,8,waitress manager friendly
I would not recommend this place.,0,6,7,would recommend place
I would not recommend this place.,0,6,7,would recommend place
Overall I wasn't very impressed with Noca.,0,7,9,overall impressed noca
My gyro was basically lettuce only.,0,6,7,gyro basically lettuce
Terrible service!,0,2,3,terrible service
Thoroughly disappointed!,0,2,3,thoroughly disappointed
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,17,20,much pasta love homemade hand made pastas thin pizzas
"Give it a try, you will be happy you did.",1,10,12,give try happy
By far the BEST cheesecurds we have ever had!,1,9,10,far best cheesecurds ever
Reasonably priced also!,1,3,4,reasonably priced also
Everything was perfect the night we were in.,1,8,9,everything perfect night
The food is very good for your typical bar food.,1,10,11,food good typical bar food
it was a drive to get there.,0,7,8,drive get
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,15,18,first glance lovely bakery cafe nice ambiance clean friendly staff
"Anyway, I do not think i will go back there.",0,10,12,anyway think go back
"Point your finger at any item on the menu, order it and you won't be disappointed.",1,16,19,point finger item menu order disappointed
"Oh this is such a thing of beauty, this restaurant.",1,10,12,oh thing beauty restaurant
If you haven't gone here GO NOW!,1,7,9,gone go
"A greasy, unhealthy meal.",0,4,6,greasy unhealthy meal
first time there and might just be the last.,0,9,10,first time might last
Those burgers were amazing.,1,4,5,burgers amazing
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,18,20,similarly delivery man say word apology food minutes late
And it was way to expensive.,0,6,7,way expensive
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,23,25,sure order dessert even need pack go tiramisu cannoli die
This was my first time and I can't wait until the next.,1,12,14,first time wait next
The bartender was also nice.,1,5,6,bartender also nice
Everything was good and tasty!,1,5,6,everything good tasty
This place is two thumbs up....way up.,1,7,10,place two thumbs way
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,14,17,best place vegas breakfast check sat sun
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,25,28,love authentic mexican food want whole bunch interesting yet delicious meats choose need try place
Terrible management.,0,2,3,terrible management
An excellent new restaurant by an experienced Frenchman.,1,8,9,excellent new restaurant experienced frenchman
If there were zero stars I would give it zero stars.,0,11,12,zero stars would give zero stars
"Great steak, great sides, great wine, amazing desserts.",1,8,12,great steak great sides great wine amazing desserts
Worst martini ever!,0,3,4,worst martini ever
The steak and the shrimp are in my opinion the best entrees at GC.,1,14,15,steak shrimp opinion best entrees gc
I had the opportunity today to sample your amazing pizzas!,1,10,11,opportunity today sample amazing pizzas
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,21,24,waited thirty minutes seated although vacant tables folks waiting
The yellowtail carpaccio was melt in your mouth fresh.,1,9,10,yellowtail carpaccio melt mouth fresh
I won't try going back there even if it's empty.,0,10,13,try going back even empty
"No, I'm going to eat the potato that I found some strangers hair in it.",0,15,18,going eat potato found strangers hair
Just spicy enough.. Perfect actually.,1,5,7,spicy enough perfect actually
Last night was my second time dining here and I was so happy I decided to go back!,1,18,19,last night second time dining happy decided go back
"not even a ""hello, we will be right with you.""",0,10,14,even hello right
The desserts were a bit strange.,0,6,7,desserts bit strange
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,30,31,boyfriend came first time recent trip vegas could pleased quality food service
"I really do recommend this place, you can go wrong with this donut place!",1,14,16,really recommend place go wrong donut place
Nice ambiance.,1,2,3,nice ambiance
I would recommend saving room for this!,1,7,8,would recommend saving room
I guess maybe we went on an off night but it was disgraceful.,0,13,14,guess maybe went night disgraceful
"However, my recent experience at this particular location was not so good.",0,12,14,however recent experience particular location good
"I know this is not like the other restaurants at all, something is very off here!",0,16,18,know like restaurants something
AVOID THIS ESTABLISHMENT!,0,3,4,avoid establishment
I think this restaurant suffers from not trying hard enough.,0,10,11,think restaurant suffers trying hard enough
All of the tapas dishes were delicious!,1,7,8,tapas dishes delicious
I *heart* this place.,1,4,7,heart place
My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,14,15,salad bland vinegrette baby greens hearts palm
After two I felt disgusting.,0,5,6,two felt disgusting
A good time!,1,3,4,good time
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,19,20,believe place great stop huge belly hankering sushi
Generous portions and great taste.,1,5,6,generous portions great taste
I will never go back to this place and will never ever recommended this place to anyone!,0,17,18,never go back place never ever recommended place anyone
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,18,22,servers went back forth several times even much helped
Food was delicious!,1,3,4,food delicious
AN HOUR... seriously?,0,3,5,hour seriously
I consider this theft.,0,4,5,consider theft
Eew... This location needs a complete overhaul.,0,7,9,eew location needs complete overhaul
We recently witnessed her poor quality of management towards other guests as well.,0,13,14,recently witnessed poor quality management towards guests well
Waited and waited and waited.,0,5,6,waited waited waited
"He also came back to check on us regularly, excellent service.",1,11,13,also came back check us regularly excellent service
Our server was super nice and checked on us many times.,1,11,12,server super nice checked us many times
"The pizza tasted old, super chewy in not a good way.",0,11,13,pizza tasted old super chewy good way
I swung in to give them a try but was deeply disappointed.,0,12,13,swung give try deeply disappointed
Service was good and the company was better!,1,8,9,service good company better
The staff are also very friendly and efficient.,1,8,9,staff also friendly efficient
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,18,24,service fan quick served nice folks
Boy was that sucker dry!!.,0,5,8,boy sucker dry
Over rated.,0,2,3,rated
"If you look for authentic Thai food, go else where.",0,10,12,look authentic thai food go else
Their steaks are 100% recommended!,1,5,7,steaks recommended
After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,15,16,pulled car waited another minutes acknowledged
Great food and great service in a clean and friendly setting.,1,11,12,great food great service clean friendly setting
"All in all, I can assure you I'll be back.",1,10,13,assure back
I hate those things as much as cheap quality black olives.,0,11,12,hate things much cheap quality black olives
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,20,23,breakfast perpared great beautiful presentation giant slices toast lightly dusted powdered sugar
The kids play area is NASTY!,0,6,7,kids play area nasty
Great place fo take out or eat in.,1,8,9,great place fo take eat
The waitress was friendly and happy to accomodate for vegan/veggie options.,1,11,12,waitress friendly happy accomodate vegan veggie options
OMG I felt like I had never eaten Thai food until this dish.,1,13,14,omg felt like never eaten thai food dish
"It was extremely ""crumby"" and pretty tasteless.",0,7,10,extremely crumby pretty tasteless
It was a pale color instead of nice and char and has NO flavor.,0,14,15,pale color instead nice char flavor
The croutons also taste homemade which is an extra plus.,1,10,11,croutons also taste homemade extra plus
I got home to see the driest damn wings ever!,0,10,11,got home see driest damn wings ever
It'll be a regular stop on my trips to Phoenix!,1,10,12,regular stop trips phoenix
I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,1,17,19,really enjoyed crema café expanded even told friends best breakfast
Not good for the money.,0,5,6,good money
I miss it and wish they had one in Philadelphia!,1,10,11,miss wish one philadelphia
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,23,27,got sitting fairly fast ended waiting minutes place order another minutes food arrived
They also have the best cheese crisp in town.,1,9,10,also best cheese crisp town
"Good value, great food, great service.",1,6,9,good value great food great service
Couldn't ask for a more satisfying meal.,1,7,9,ask satisfying meal
The food is good.,1,4,5,food good
It was awesome.,1,3,4,awesome
I just wanted to leave.,0,5,6,wanted leave
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,17,19,made drive way north scottsdale one bit disappointed
I will not be eating there again.,0,7,8,eating
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,21,24,owners really really need quit soooooo cheap let wrap freaking sandwich two papers one
I checked out this place a couple years ago and was not impressed.,0,13,14,checked place couple years ago impressed
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,17,19,chicken got definitely reheated ok wedges cold soggy
"Sorry, I will not be getting food from here anytime soon :(",0,12,14,sorry getting food anytime soon
An absolute must visit!,1,4,5,absolute must visit
The cow tongue and cheek tacos are amazing.,1,8,9,cow tongue cheek tacos amazing
My friend did not like his Bloody Mary.,0,8,9,friend like bloody mary
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,16,18,despite hard rate businesses actually rare give star
They really want to make your experience a good one.,1,10,11,really want make experience good one
I will not return.,0,4,5,return
I had the chicken Pho and it tasted very bland.,0,10,11,chicken pho tasted bland
Very disappointing!!!,0,2,5,disappointing
The grilled chicken was so tender and yellow from the saffron seasoning.,1,12,13,grilled chicken tender yellow saffron seasoning
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,32,34,drive thru means want wait around half hour food somehow end going make us wait wait
Pretty awesome place.,1,3,4,pretty awesome place
Ambience is perfect.,1,3,4,ambience perfect
Best of luck to the rude and non-customer service focused new management.,0,12,13,best luck rude non customer service focused new management
Any grandmother can make a roasted chicken better than this one.,0,11,12,grandmother make roasted chicken better one
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,24,25,asked multiple times wine list time ignored went hostess got one
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1,21,23,staff always super friendly helpful especially cool bring two small boys baby
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1,24,24,four stars food guy blue shirt great vibe still letting us eat
The roast beef sandwich tasted really good!,1,7,8,roast beef sandwich tasted really good
"Same evening, him and I are both drastically sick.",0,9,11,evening drastically sick
High-quality chicken on the chicken Caesar salad.,1,7,8,high quality chicken chicken caesar salad
Ordered burger rare came in we'll done.,0,7,9,ordered burger rare came done
We were promptly greeted and seated.,1,6,7,promptly greeted seated
Tried to go here for lunch and it was a madhouse.,0,11,12,tried go lunch madhouse
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,25,29,proven dead wrong sushi bar quality great service fast food impeccable
"After waiting an hour and being seated, I was not in the greatest of moods.",0,15,17,waiting hour seated greatest moods
This is a good joint.,1,5,6,good joint
The Macarons here are insanely good.,1,6,7,macarons insanely good
I'm not eating here!,0,4,6,eating
"Our waiter was very attentive, friendly, and informative.",1,8,11,waiter attentive friendly informative
Maybe if they weren't cold they would have been somewhat edible.,0,11,13,maybe cold would somewhat edible
This place has a lot of promise but fails to deliver.,0,11,12,place lot promise fails deliver
Very bad Experience!,0,3,4,bad experience
What a mistake.,0,3,4,mistake
Food was average at best.,0,5,6,food average best
Great food.,1,2,3,great food
We won't be going back anytime soon!,0,7,9,going back anytime soon
Very Very Disappointed ordered the $35 Big Bay Plater.,0,9,11,disappointed ordered $ big bay plater
Great place to relax and have an awesome burger and beer.,1,11,12,great place relax awesome burger beer
It is PERFECT for a sit-down family meal or get together with a few friends.,1,15,16,perfect sit family meal get together friends
"Not much flavor to them, and very poorly constructed.",0,9,11,much flavor poorly constructed
The patio seating was very comfortable.,1,6,7,patio seating comfortable
The fried rice was dry as well.,0,7,8,fried rice dry well
Hands down my favorite Italian restaurant!,1,6,7,hands favorite italian restaurant
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1,13,19,screams legit book somethat also pretty rare vegas
It was just not a fun experience.,1,7,8,fun experience
The atmosphere was great with a lovely duo of violinists playing songs we requested.,1,14,15,atmosphere great lovely duo violinists playing songs requested
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1,18,26,personally love hummus pita baklava falafels baba ganoush amazing eggplant
"Very convenient, since we were staying at the MGM!",1,9,11,convenient since staying mgm
The owners are super friendly and the staff is courteous.,1,10,11,owners super friendly staff courteous
Both great!,1,2,3,great
Eclectic selection.,1,2,3,eclectic selection
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1,19,20,sweet potato tots good onion rings perfection close
The staff was very attentive.,1,5,6,staff attentive
And the chef was generous with his time (even came around twice so we can take pictures with him).,1,19,22,chef generous time even came around twice take pictures
"The owner used to work at Nobu, so this place is really similar for half the price.",1,17,19,owner used work nobu place really similar half price
Google mediocre and I imagine Smashburger will pop up.,0,9,10,google mediocre imagine smashburger pop
dont go here.,0,3,4,dont go
I promise they won't disappoint.,1,5,7,promise disappoint
As a sushi lover avoid this place by all means.,0,10,11,sushi lover avoid place means
What a great double cheeseburger!,1,5,6,great double cheeseburger
Awesome service and food.,1,4,5,awesome service food
A fantastic neighborhood gem !!!,1,5,7,fantastic neighborhood gem
I can't wait to go back.,1,6,8,wait go back
The plantains were the worst I've ever tasted.,0,8,10,plantains worst ever tasted
It's a great place and I highly recommend it.,1,9,11,great place highly recommend
Service was slow and not attentive.,0,6,7,service slow attentive
"I gave it 5 stars then, and I'm giving it 5 stars now.",1,13,16,gave stars giving stars
Your staff spends more time talking to themselves than me.,0,10,11,staff spends time talking
Dessert: Panna Cotta was amazing.,1,5,7,dessert panna cotta amazing
"Very good food, great atmosphere.1",1,5,6,good food great atmosphere
Damn good steak.,1,3,4,damn good steak
Total brunch fail.,0,3,4,total brunch fail
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,21,25,prices reasonable flavors spot sauce home made slaw drenched mayo
"The decor is nice, and the piano music soundtrack is pleasant.",1,11,13,decor nice piano music soundtrack pleasant
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,15,18,steak amazing rge fillet relleno best seafood plate ever
"Good food , good service .",1,6,6,good food good service
It was absolutely amazing.,1,4,5,absolutely amazing
"I probably won't be back, to be honest.",0,8,11,probably back honest
will definitely be back!,1,4,5,definitely back
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,14,15,sergeant pepper beef sandwich auju sauce excellent sandwich well
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,19,24,hawaiian breeze mango magic pineapple delight smoothies tried far good
Went for lunch - service was slow.,0,7,8,went lunch service slow
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,24,26,much say place walked expected amazing quickly disappointed
I was mortified.,0,3,4,mortified
"Needless to say, we will never be back here again.",0,10,12,needless say never back
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,19,22,anyways food definitely filling price pay expect
"The chips that came out were dripping with grease, and mostly not edible.",0,13,15,chips came dripping grease mostly edible
I wasn't really impressed with Strip Steak.,0,7,9,really impressed strip steak
Have been going since 2007 and every meal has been awesome!!,1,11,13,going since every meal awesome
Our server was very nice and attentive as were the other serving staff.,1,13,14,server nice attentive serving staff
The cashier was friendly and even brought the food out to me.,1,12,13,cashier friendly even brought food
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,17,18,work hospitality industry paradise valley refrained recommending cibo longer
The atmosphere here is fun.,1,5,6,atmosphere fun
Would not recommend to others.,0,5,6,would recommend others
"Service is quick and even ""to go"" orders are just like we like it!",1,14,17,service quick even go orders like like
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,18,23,mean really get famous fish chips terrible
"That said, our mouths and bellies were still quite pleased.",1,10,12,said mouths bellies still quite pleased
Not my thing.,0,3,4,thing
2 Thumbs Up!!,1,3,5,thumbs
If you are reading this please don't go there.,0,9,11,reading please go
"I loved the grilled pizza, reminded me of legit Italian pizza.",1,11,13,loved grilled pizza reminded legit italian pizza
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,21,22,pros large seating area nice bar area great simple drink menu best brick oven pizza homemade dough
They have a really nice atmosphere.,1,6,7,really nice atmosphere
Tonight I had the Elk Filet special...and it sucked.,0,9,12,tonight elk filet special sucked
"After one bite, I was hooked.",1,6,8,one bite hooked
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,21,22,ordered old classics new dishes going times sorely disappointed everything
"Cute, quaint, simple, honest.",1,4,8,cute quaint simple honest
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1,19,20,chicken deliciously seasoned perfect fry outside moist chicken inside
"The food was great as always, compliments to the chef.",1,10,12,food great always compliments chef
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,18,20,special thanks dylan recommendation order yummy tummy
Awesome selection of beer.,1,4,5,awesome selection beer
Great food and awesome service!,1,5,6,great food awesome service
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,28,31,one nice thing added gratuity bill since party larger expect tip
A FLY was in my apple juice.. A FLY!!!!!!!!,0,9,18,fly apple juice fly
The Han Nan Chicken was also very tasty.,1,8,9,han nan chicken also tasty
"As for the service, I thought it was good.",1,9,11,service thought good
"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,21,23,food barely lukewarm must sitting waiting server bring us
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,11,14,ryan bar definitely one edinburgh establishment revisiting
Nicest Chinese restaurant I've been in a while.,1,8,10,nicest chinese restaurant
"Overall, I like there food and the service.",1,8,10,overall like food service
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1,21,22,also serve indian naan bread hummus spicy pine nut sauce world
"Probably never coming back, and wouldn't recommend it.",0,8,11,probably never coming back recommend
"Friend's pasta -- also bad, he barely touched it.",0,9,12,friend pasta also bad barely touched
"Try them in the airport to experience some tasty food and speedy, friendly service.",1,14,16,try airport experience tasty food speedy friendly service
I love the decor with the Chinese calligraphy wall paper.,1,10,11,love decor chinese calligraphy wall paper
Never had anything to complain about here.,1,7,8,never anything complain
The restaurant is very clean and has a family restaurant feel to it.,1,13,14,restaurant clean family restaurant feel
It was way over fried.,0,5,6,way fried
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,23,25,sure long stood long enough begin feel awkwardly place
"When I opened the sandwich, I was impressed, but not in a good way.",0,14,17,opened sandwich impressed good way
Will not be back!,0,4,5,back
There was a warm feeling with the service and I felt like their guest for a special treat.,1,18,19,warm feeling service felt like guest special treat
An extensive menu provides lots of options for breakfast.,1,9,10,extensive menu provides lots options breakfast
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,19,21,always order vegetarian menu dinner wide array options choose
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,14,16,watched prices inflate portions get smaller management attitudes grow rapidly
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,14,15,wonderful lil tapas ambience made feel warm fuzzy inside
"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,11,13,got enjoy seafood salad fabulous vinegrette
"The wontons were thin, not thick and chewy, almost melt in your mouth.",1,13,16,wontons thin thick chewy almost melt mouth
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,11,14,level spicy perfect spice whelm soup
We were sat right on time and our server from the get go was FANTASTIC!,1,15,16,sat right time server get go fantastic
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,18,21,main thing enjoy crowd older crowd around mid
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,17,21,side town definitely spot hit
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,17,18,wait minutes get drink longer get arepas
This is a GREAT place to eat!,1,7,8,great place eat
The jalapeno bacon is soooo good.,1,6,7,jalapeno bacon soooo good
The service was poor and thats being nice.,0,8,9,service poor thats nice
"Food was good, service was good, Prices were good.",1,9,12,food good service good prices good
The place was not clean and the food oh so stale!,0,11,12,place clean food oh stale
"The chicken dishes are OK, the beef is like shoe leather.",0,11,13,chicken dishes ok beef like shoe leather
But the service was beyond bad.,0,6,7,service beyond bad
"I'm so happy to be here!!!""",1,6,11,happy
Tasted like dirt.,0,3,4,tasted like dirt
One of the few places in Phoenix that I would definately go back to again .,1,16,16,one places phoenix would definately go back
The block was amazing.,1,4,5,block amazing
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,12,19,close house low key non fancy affordable prices good food
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1,15,16,hot sour egg flower soups absolutely stars
My sashimi was poor quality being soggy and tasteless.,0,9,10,sashimi poor quality soggy tasteless
